id,age,education,default,balance,housing,loan,day,month,latestday,duration,campaign,previous,y
4757,50,2,0,125,1,1,14,5,164,8,5,0,0
4758,27,2,0,218,1,0,14,5,164,1462,2,1,0
4759,32,2,0,901,1,0,21,5,171,102,3,0,0
4760,51,3,0,3926,1,0,21,7,231,208,2,0,0
4761,58,1,0,5914,0,0,17,6,197,69,4,0,0
4762,35,3,0,576,0,0,28,8,268,8,13,0,0
4763,22,2,0,64,0,0,4,6,184,112,1,0,0
4764,51,2,0,-895,1,0,20,4,140,104,5,0,0
4765,27,2,0,1,1,0,17,7,227,259,1,0,0
4766,92,0,0,775,0,0,22,10,322,313,3,0,1
4767,28,3,0,1840,0,0,28,12,388,1472,1,10,0
4768,40,2,0,1451,0,0,1,6,181,314,1,0,1
4769,34,1,0,412,1,0,13,5,163,217,1,2,0
4770,48,2,0,141,1,1,6,5,156,424,1,0,0
4771,44,1,0,398,0,0,7,7,217,187,3,0,0
4772,53,1,0,208,1,0,19,5,169,179,9,0,0
4773,49,2,0,1838,1,0,8,7,218,203,1,0,0
4774,33,2,0,16,1,1,3,6,183,102,1,0,0
4775,29,2,0,85,1,0,14,7,224,76,2,0,0
4776,56,2,0,2750,0,0,11,8,251,115,2,0,0
4777,35,2,1,-550,0,1,23,7,233,874,3,0,0
4778,30,3,0,101,1,0,17,1,47,348,1,1,0
4779,28,2,0,330,0,0,2,6,182,226,2,4,1
4780,31,0,0,694,1,0,6,6,186,431,2,0,0
4781,39,2,0,0,1,1,20,4,140,286,4,0,0
4782,23,2,0,4084,1,0,3,6,183,118,7,0,0
4783,45,2,0,865,0,0,29,8,269,80,4,0,0
4784,43,0,0,285,1,0,15,5,165,22,6,0,0
4785,39,3,0,350,1,0,24,7,234,230,2,0,0
4786,36,3,0,583,0,0,30,1,60,859,1,1,0
4787,37,1,0,1222,1,0,6,5,156,206,1,0,0
4788,42,2,0,197,0,0,18,6,198,199,1,0,0
4789,47,2,0,-767,0,1,18,7,228,329,3,0,0
4790,38,2,0,4,1,0,2,6,182,129,1,0,0
4791,50,1,0,420,0,0,5,6,185,107,1,0,0
4792,25,2,0,2311,0,1,21,7,231,1105,2,0,1
4793,61,3,0,997,0,0,10,3,100,106,1,0,1
4794,27,0,0,345,1,1,6,5,156,465,1,4,0
4795,43,2,0,-796,0,0,7,7,217,190,4,0,0
4796,27,3,0,592,0,0,7,9,277,667,1,3,0
4797,60,2,0,221,0,0,29,8,269,92,4,0,0
4798,59,2,0,0,0,0,5,6,185,153,1,0,0
4799,44,3,0,226,1,0,14,8,254,190,3,3,1
4800,37,2,0,274,1,0,27,5,177,731,3,0,1
4801,48,2,0,1143,1,0,17,4,137,264,1,1,0
4802,52,2,0,5601,0,0,4,8,244,46,1,0,0
4803,45,2,0,554,1,0,28,5,178,179,2,0,0
4804,50,2,0,297,1,0,31,7,241,29,10,0,0
4805,30,3,0,1243,1,0,13,1,43,86,1,1,0
4806,34,1,0,464,1,0,18,5,168,173,1,2,0
4807,50,2,0,246,1,0,17,1,47,270,1,2,0
4808,46,2,0,332,1,0,9,5,159,772,1,0,1
4809,43,1,0,255,1,0,17,7,227,180,1,0,0
4810,42,3,0,744,0,0,6,5,156,157,1,0,0
4811,53,3,0,7,0,1,8,5,158,57,1,1,0
4812,36,3,0,64,0,0,16,7,226,130,1,0,0
4813,42,3,0,-1781,1,1,7,8,247,197,2,0,0
4814,32,2,0,-796,1,1,21,7,231,80,3,0,0
4815,27,2,0,181,0,0,13,5,163,147,1,0,0
4816,42,0,0,974,0,0,30,7,240,73,2,0,0
4817,52,1,0,28,1,0,21,1,51,85,3,0,0
4818,56,2,0,-40,1,0,15,5,165,311,1,2,1
4819,22,0,0,47,0,0,3,7,213,69,3,0,0
4820,42,2,0,247,1,0,31,7,241,114,2,0,0
4821,34,2,0,1698,1,0,27,5,177,39,7,0,0
4822,42,2,0,9720,0,0,5,8,245,81,2,0,0
4823,47,1,0,52,1,1,15,5,165,140,1,0,0
4824,32,1,0,-376,1,0,26,5,176,188,1,0,0
4825,33,2,0,69,1,0,2,2,62,300,2,0,0
4826,64,0,0,2645,0,0,3,2,63,219,2,0,1
4827,52,2,0,3204,0,0,19,1,49,77,1,0,0
4828,35,2,0,-312,0,0,30,4,150,116,1,1,0
4829,51,3,0,-516,1,0,18,1,48,120,2,2,0
4830,36,3,0,81,0,1,22,7,232,560,1,0,1
4831,53,3,0,888,1,0,9,7,219,128,1,0,0
4832,39,2,0,973,1,0,2,9,272,172,4,0,0
4833,80,2,0,173,0,0,2,8,242,87,3,0,0
4834,56,2,0,2796,0,0,31,7,241,39,3,0,0
4835,33,3,0,1909,0,0,8,8,248,191,2,0,0
4836,32,2,0,364,1,0,20,5,170,466,1,0,0
4837,29,2,0,247,1,0,8,5,158,134,1,0,0
4838,53,1,0,570,0,0,20,8,260,158,4,0,0
4839,38,3,0,-299,1,0,30,7,240,86,3,0,0
4840,45,1,0,323,0,0,5,8,245,197,1,0,0
4841,47,1,0,613,1,0,29,1,59,49,3,2,0
4842,32,1,0,66,0,0,19,1,49,244,1,0,0
4843,42,2,0,3,1,0,20,1,50,47,1,1,0
4844,25,3,0,800,1,0,13,5,163,151,4,0,0
4845,26,3,0,1216,1,0,16,4,136,472,2,0,0
4846,57,2,0,2299,0,0,12,1,42,39,3,0,0
4847,30,2,0,10152,1,0,6,4,126,1108,2,1,0
4848,56,2,0,2780,1,0,6,2,66,81,3,0,0
4849,32,3,0,26,0,0,22,8,262,222,6,0,0
4850,26,1,0,16,0,1,8,7,218,249,2,0,0
4851,59,2,0,87,0,0,4,6,184,65,10,0,0
4852,43,2,0,392,0,0,17,6,197,332,5,0,0
4853,41,2,0,65,0,0,22,8,262,157,1,0,0
4854,27,3,0,893,0,0,16,10,316,154,2,0,1
4855,65,2,0,5251,0,0,14,4,134,226,5,0,0
4856,31,1,0,1601,0,0,7,4,127,615,1,3,0
4857,52,3,0,7,0,1,5,5,155,175,1,0,0
4858,38,2,0,4196,1,0,12,5,162,193,2,0,0
4859,46,3,0,1920,0,0,22,8,262,604,6,0,1
4860,31,2,0,1129,1,0,18,5,168,145,3,0,0
4861,45,3,0,4958,0,0,4,5,154,212,4,0,0
4862,42,3,0,0,0,0,13,8,253,325,2,0,0
4863,42,1,0,1059,1,0,20,5,170,163,2,0,0
4864,76,1,0,802,0,0,9,3,99,241,1,5,1
4865,39,1,0,774,1,0,21,5,171,29,1,0,0
4866,58,2,0,1191,0,0,6,8,246,78,2,0,0
4867,30,2,0,1913,0,0,12,8,252,250,2,0,0
4868,52,1,0,0,0,0,6,6,186,235,3,0,0
4869,38,2,0,599,1,0,4,2,64,331,2,0,0
4870,57,3,0,1963,0,1,8,8,248,178,3,0,0
4871,28,2,0,957,1,1,12,5,162,646,3,0,0
4872,58,2,0,1227,0,0,14,8,254,182,2,2,0
4873,24,2,0,166,0,0,10,9,280,256,2,0,1
4874,48,3,0,3842,0,0,1,10,301,168,1,2,0
4875,34,2,0,1186,1,1,18,1,48,131,1,0,0
4876,51,3,0,25856,0,0,14,8,254,129,2,0,0
4877,29,2,0,596,0,0,30,1,60,510,2,0,0
4878,33,1,0,134,1,0,9,5,159,91,2,0,0
4879,33,2,0,-403,1,0,28,5,178,217,1,0,0
4880,46,1,0,2851,1,0,19,5,169,122,2,0,0
4881,36,2,0,641,1,0,17,7,227,735,2,0,0
4882,48,1,0,89,1,0,12,5,162,34,4,0,0
4883,32,3,0,60,0,0,19,8,259,153,7,0,0
4884,47,2,0,368,0,0,21,5,171,403,1,6,1
4885,54,2,0,-488,0,1,3,7,213,172,2,0,0
4886,35,2,0,35,1,0,30,4,150,358,1,0,0
4887,54,1,0,-58,0,0,12,5,162,143,4,0,0
4888,38,2,0,5891,1,0,27,5,177,160,3,0,0
4889,37,3,0,0,1,0,2,2,62,440,2,0,0
4890,37,1,0,213,0,1,5,6,185,323,1,0,0
4891,43,2,0,5704,1,0,6,8,246,139,2,0,0
4892,31,3,0,373,0,0,10,2,70,132,6,0,1
4893,40,2,0,0,1,0,6,5,156,225,1,0,0
4894,37,1,0,152,1,0,17,4,137,252,2,0,0
4895,59,3,0,258,1,0,29,10,329,266,1,0,1
4896,40,3,0,1548,1,0,13,4,133,101,3,0,0
4897,36,3,0,812,0,0,7,8,247,99,4,0,0
4898,40,3,0,1293,0,0,16,9,286,1702,3,2,1
4899,28,3,0,170,0,0,14,5,164,16,5,0,0
4900,50,2,0,59,1,0,25,7,235,57,5,0,0
4901,42,3,0,0,1,1,5,5,155,562,2,0,1
4902,31,1,0,855,1,1,20,5,170,172,4,0,0
4903,54,1,0,489,1,1,20,4,140,280,4,3,0
4904,34,1,0,147,1,0,2,6,182,80,3,0,0
4905,37,3,0,57,0,0,5,2,65,345,1,0,1
4906,41,2,0,2550,1,0,15,5,165,894,2,2,0
4907,56,2,0,6114,0,0,29,7,239,168,2,0,0
4908,55,1,0,728,1,0,7,5,157,247,1,0,0
4909,40,3,0,1871,1,0,17,1,47,64,1,0,0
4910,59,2,0,6888,0,0,20,1,50,1025,2,0,1
4911,45,2,0,5993,0,0,2,6,182,116,1,0,0
4912,39,3,0,81,1,1,27,8,267,49,4,0,0
4913,30,2,0,799,0,0,13,6,193,674,1,0,1
4914,33,2,0,1430,1,0,18,5,168,74,3,2,0
4915,54,1,0,2062,1,0,14,5,164,438,2,0,0
4916,26,3,0,122,0,1,8,7,218,160,1,0,0
4917,32,2,0,338,1,0,13,5,163,73,3,0,0
4918,32,3,0,112,1,0,5,5,155,118,1,0,0
4919,33,2,0,135,1,0,17,4,137,114,1,2,0
4920,36,2,0,64,0,0,8,6,188,143,2,0,0
4921,53,3,0,6649,1,0,7,7,217,83,1,0,0
4922,45,2,0,49,0,0,29,7,239,65,2,0,0
4923,31,0,0,347,1,0,5,2,65,254,3,1,0
4924,30,3,0,187,0,0,28,8,268,66,4,0,0
4925,45,2,0,2429,1,0,13,5,163,171,2,0,0
4926,36,2,0,0,0,0,19,6,199,238,1,0,0
4927,48,2,0,9131,1,0,14,5,164,902,5,0,0
4928,40,2,0,5349,0,0,6,6,186,471,1,0,0
4929,30,2,0,370,0,0,20,1,50,142,1,0,0
4930,39,3,0,1914,0,0,18,8,258,94,4,0,0
4931,27,1,0,91,1,0,8,5,158,168,2,0,0
4932,53,3,0,451,1,0,29,5,179,56,2,0,0
4933,46,3,0,4726,1,0,8,4,128,405,1,0,0
4934,55,3,0,496,0,0,25,5,175,85,1,0,0
4935,39,2,0,807,1,1,13,5,163,69,1,6,0
4936,48,3,0,-130,1,0,29,9,299,110,2,9,0
4937,41,1,0,1316,1,0,30,4,150,127,3,0,0
4938,37,2,0,1175,1,0,15,5,165,102,1,2,0
4939,26,3,0,-164,1,0,28,5,178,69,2,0,0
4940,33,2,0,4790,1,0,20,4,140,137,1,2,0
4941,50,3,0,3117,0,0,9,6,189,174,1,0,0
4942,39,1,0,4608,1,0,16,6,196,36,1,0,0
4943,34,3,0,1717,1,0,21,5,171,269,2,0,0
4944,27,3,0,4909,0,1,17,7,227,159,3,0,0
4945,27,3,0,535,1,0,6,6,186,446,3,0,0
4946,60,0,0,209,0,0,14,8,254,391,3,1,1
4947,47,1,0,570,0,0,12,8,252,864,3,0,0
4948,40,3,0,3585,0,0,15,9,285,506,3,0,1
4949,42,2,0,2152,0,0,30,3,120,361,2,2,0
4950,60,1,0,0,0,0,18,6,198,138,1,0,0
4951,46,2,0,834,1,0,11,7,221,196,2,0,0
4952,30,2,0,317,1,0,12,5,162,246,6,0,0
4953,43,2,0,469,1,0,17,1,47,181,4,0,0
4954,38,3,0,228,1,0,5,2,65,105,1,0,0
4955,56,2,0,0,1,0,9,2,69,139,5,4,0
4956,54,2,0,784,1,1,15,5,165,579,1,0,0
4957,34,2,0,475,1,0,29,7,239,538,8,0,0
4958,39,1,0,561,1,0,17,4,137,88,1,0,0
4959,60,1,0,3820,0,0,15,5,165,186,1,0,0
4960,36,1,0,413,1,0,18,1,48,84,1,0,0
4961,44,3,0,3932,1,0,8,5,158,40,2,0,0
4962,36,2,0,218,1,0,4,5,154,619,6,0,1
4963,31,3,0,284,0,0,21,8,261,45,4,0,0
4964,52,2,0,3034,0,0,9,6,189,206,2,0,0
4965,43,3,0,144,1,0,7,5,157,131,3,0,0
4966,44,2,0,2756,0,0,30,3,120,57,4,0,0
4967,42,2,0,1027,1,0,17,1,47,188,2,2,0
4968,33,3,0,201,1,0,19,1,49,171,1,1,0
4969,49,2,0,1377,1,0,7,5,157,1101,1,0,0
4970,57,2,0,334,1,0,10,7,220,356,1,0,0
4971,32,3,0,421,0,0,6,8,246,851,6,0,0
4972,52,3,0,1355,1,0,30,1,60,131,1,1,0
4973,32,2,0,344,0,0,26,5,176,530,2,0,1
4974,40,2,0,1060,1,0,17,4,137,14,3,0,0
4975,60,2,0,0,0,0,15,7,225,94,3,0,0
4976,58,3,0,1101,0,0,17,1,47,99,3,0,0
4977,36,2,0,1,0,0,8,8,248,1242,3,0,1
4978,34,2,0,202,1,0,21,8,261,114,2,0,0
4979,37,3,0,46,1,0,15,4,135,154,1,0,0
4980,45,2,0,219,1,1,29,7,239,142,8,0,0
4981,46,3,0,-3,0,0,28,8,268,205,2,0,0
4982,30,3,0,280,0,0,12,8,252,100,1,0,0
4983,32,3,0,1352,0,0,20,1,50,221,3,0,0
4984,53,2,0,-162,1,0,14,7,224,81,6,0,0
4985,77,1,0,300,0,0,9,9,279,511,1,0,0
4986,29,3,0,8,1,0,7,5,157,233,1,0,0
4987,45,1,0,0,1,0,13,5,163,43,3,0,0
4988,39,3,1,-1586,1,1,16,7,226,89,2,0,0
4989,29,2,0,966,0,0,9,7,219,1185,1,2,0
4990,30,3,0,21,0,0,5,10,305,4,1,0,0
4991,53,1,0,465,1,0,7,7,217,111,2,0,0
4992,34,2,0,641,1,1,16,5,166,467,1,0,0
4993,35,3,0,992,0,1,1,9,271,238,1,0,1
4994,42,3,0,372,1,0,3,8,243,654,2,0,1
4995,32,2,0,-370,1,0,27,5,177,98,1,0,0
4996,40,3,0,9366,0,0,11,1,41,69,3,0,1
4997,35,2,0,603,1,0,17,4,137,474,2,0,0
4998,39,3,0,1654,0,0,17,1,47,376,1,0,0
4999,50,2,0,684,1,0,7,8,247,1834,2,0,0
5000,40,3,0,1077,0,0,19,1,49,309,1,0,0
5001,57,1,0,2439,1,0,14,5,164,32,1,0,0
5002,44,3,0,0,0,0,28,1,58,320,2,0,0
5003,48,3,0,0,0,1,18,1,48,106,1,0,0
5004,42,1,0,83,0,1,7,8,247,184,1,0,0
5005,34,2,0,34,1,0,13,5,163,188,3,0,0
5006,59,1,0,-365,1,0,17,7,227,408,11,0,0
5007,46,2,0,-154,1,0,7,5,157,215,2,1,0
5008,51,2,0,95,1,0,23,7,233,1309,4,0,1
5009,31,0,0,2882,1,0,6,5,156,158,2,0,0
5010,33,3,0,112,0,0,22,8,262,112,4,0,0
5011,37,2,0,-296,1,0,20,4,140,81,1,0,0
5012,42,1,0,201,1,0,30,4,150,841,1,2,1
5013,38,2,0,0,1,0,20,6,200,111,1,0,0
5014,42,2,0,1533,0,1,5,8,245,86,1,0,0
5015,28,3,0,47,0,0,21,7,231,304,3,0,0
5016,31,3,1,37,1,0,12,5,162,281,1,0,0
5017,26,2,0,2669,1,0,16,4,136,242,1,0,0
5018,31,2,0,395,0,0,19,1,49,196,3,3,0
5019,28,3,1,1414,1,0,8,7,218,294,1,1,1
5020,25,3,0,553,1,0,17,9,287,113,4,1,0
5021,32,2,0,3166,1,0,20,1,50,418,3,0,0
5022,60,3,0,804,0,0,7,8,247,36,2,0,0
5023,39,2,0,2198,0,0,16,6,196,418,1,0,0
5024,36,2,0,506,1,0,8,5,158,208,4,0,0
5025,46,2,0,15,0,0,3,6,183,218,5,0,0
5026,56,2,0,4719,1,1,7,8,247,82,4,0,0
5027,27,2,0,2457,1,0,29,5,179,123,4,0,0
5028,26,2,0,1327,0,0,30,3,120,171,4,0,0
5029,30,1,0,-242,0,1,25,7,235,124,2,0,0
5030,39,2,0,1427,1,0,28,5,178,454,1,0,0
5031,31,3,0,354,0,0,21,4,141,242,2,0,1
5032,30,2,0,0,0,0,13,8,253,173,4,1,0
5033,29,3,0,2489,1,0,7,12,367,1002,3,2,0
5034,46,2,0,174,1,0,8,5,158,157,1,0,0
5035,25,2,0,19,0,0,10,7,220,133,1,0,0
5036,33,2,0,1034,1,0,12,5,162,23,6,6,0
5037,38,2,0,171,1,1,20,5,170,172,1,0,0
5038,31,3,0,176,0,0,21,8,261,241,4,0,0
5039,41,3,0,791,1,0,5,2,65,215,1,1,0
5040,33,2,0,-260,1,1,17,7,227,224,2,0,0
5041,26,2,1,74,0,0,8,7,218,362,1,0,0
5042,41,1,0,-571,1,1,26,5,176,207,4,0,0
5043,56,3,0,4266,1,0,17,6,197,490,4,0,1
5044,48,1,0,474,1,1,3,7,213,414,1,0,0
5045,42,3,0,0,0,0,25,8,265,129,4,0,0
5046,34,2,0,3723,1,0,27,5,177,47,5,0,0
5047,30,3,0,13763,0,0,18,8,258,313,3,0,0
5048,34,2,0,0,0,1,26,6,206,465,2,0,0
5049,34,3,0,582,1,0,9,2,69,189,3,0,0
5050,38,2,0,1560,1,0,18,5,168,9,2,3,0
5051,50,3,0,0,0,0,21,1,51,37,2,0,0
5052,49,2,0,1060,0,1,31,7,241,137,6,0,0
5053,31,3,0,-692,1,1,6,5,156,117,2,0,0
5054,33,2,0,1521,1,0,14,5,164,222,1,0,0
5055,58,1,0,3884,0,0,9,7,219,399,8,0,0
5056,57,0,0,381,0,0,29,1,59,126,1,0,0
5057,55,1,0,211,0,0,18,8,258,111,3,0,0
5058,44,3,0,1588,1,0,3,6,183,84,15,0,0
5059,50,1,0,157,0,0,27,8,267,50,4,0,0
5060,57,2,0,93,0,0,9,6,189,82,2,0,0
5061,42,0,0,6573,1,0,7,7,217,56,4,0,0
5062,29,3,0,765,0,0,16,1,46,238,1,0,1
5063,54,3,0,1146,1,0,12,8,252,205,2,0,0
5064,38,2,0,884,1,1,17,4,137,113,2,3,0
5065,41,2,0,49,1,0,28,7,238,534,8,0,0
5066,28,3,0,204,1,0,27,5,177,247,1,0,0
5067,53,1,0,751,1,0,3,2,63,1528,2,0,1
5068,53,2,0,-31,0,0,21,8,261,82,8,0,0
5069,29,2,0,262,1,0,20,4,140,130,2,0,0
5070,30,3,0,97,0,0,4,8,244,417,1,0,0
5071,51,1,0,610,1,1,30,5,180,436,3,0,0
5072,34,3,0,17672,0,0,20,1,50,548,1,0,0
5073,47,1,0,389,0,0,6,6,186,145,2,0,0
5074,49,2,0,790,1,0,7,8,247,324,3,0,0
5075,55,3,0,41923,0,0,6,8,246,69,3,0,0
5076,27,2,0,-59,0,1,8,7,218,154,3,0,0
5077,56,1,0,596,0,0,12,6,192,123,1,0,0
5078,36,2,0,2996,1,0,14,5,164,104,1,0,0
5079,56,1,0,0,1,0,16,7,226,1222,1,0,1
5080,47,2,0,3008,1,1,15,5,165,236,3,0,0
5081,57,1,0,1694,1,0,17,1,47,378,1,0,0
5082,34,3,0,338,1,0,9,5,159,162,2,0,0
5083,58,2,0,1430,1,0,20,4,140,861,6,5,0
5084,32,3,0,406,0,0,29,5,179,35,24,0,0
5085,45,1,0,377,0,0,28,8,268,26,23,0,0
5086,31,3,0,26,0,1,18,1,48,419,1,6,1
5087,44,3,0,607,1,0,13,5,163,119,2,0,0
5088,37,2,0,398,1,0,19,5,169,206,1,0,0
5089,33,3,0,806,1,0,6,6,186,124,3,0,0
5090,36,2,0,9149,1,0,13,8,253,141,3,0,0
5091,44,2,0,0,0,0,31,7,241,160,5,0,0
5092,44,2,0,447,1,1,14,5,164,106,5,0,0
5093,46,3,0,4629,0,0,1,6,181,67,1,1,0
5094,48,2,0,4746,1,0,21,5,171,32,11,0,0
5095,39,2,0,0,0,0,4,8,244,281,3,0,0
5096,33,2,0,206,1,0,15,3,105,287,2,0,0
5097,47,2,0,-185,1,0,18,7,228,84,2,0,0
5098,32,2,0,-458,0,0,27,5,177,143,1,0,0
5099,41,3,0,532,1,0,20,4,140,414,2,1,0
5100,28,2,0,687,0,0,13,1,43,113,3,2,0
5101,54,2,1,381,1,1,16,7,226,198,1,0,0
5102,33,3,0,568,0,0,7,7,217,219,1,0,0
5103,31,2,0,0,0,0,23,7,233,36,1,0,0
5104,22,2,0,279,1,0,13,5,163,270,1,0,0
5105,33,3,0,1782,1,0,20,1,50,437,4,0,0
5106,41,1,0,293,1,1,7,5,157,102,1,0,0
5107,33,3,0,0,1,0,20,6,200,27,16,0,0
5108,39,2,0,643,1,0,4,8,244,295,1,0,0
5109,31,2,0,1979,1,1,6,5,156,1205,1,0,1
5110,48,1,0,189,1,0,13,5,163,768,1,0,0
5111,23,0,0,565,0,0,28,5,178,162,7,0,0
5112,58,2,0,919,1,1,30,4,150,329,2,2,0
5113,31,2,0,418,1,1,9,7,219,219,1,0,0
5114,38,3,0,324,1,0,17,1,47,167,3,0,0
5115,41,2,0,-18,1,1,2,6,182,83,6,0,0
5116,27,3,0,828,0,0,30,4,150,243,1,0,0
5117,44,2,0,1442,0,0,18,1,48,280,2,0,0
5118,54,1,0,11,1,1,18,8,258,48,10,0,0
5119,82,2,0,276,0,0,17,8,257,199,1,0,1
5120,49,2,0,0,0,0,19,8,259,141,2,0,0
5121,56,1,1,1238,0,0,5,6,185,1558,1,0,1
5122,32,3,0,92,1,0,28,5,178,116,1,0,0
5123,36,3,0,0,1,0,2,6,182,1576,3,0,0
5124,46,0,0,854,1,0,3,4,123,478,3,0,0
5125,55,1,0,215,0,0,12,6,192,202,1,0,0
5126,34,0,0,-17,1,0,15,5,165,319,7,0,0
5127,49,0,0,1101,0,0,18,8,258,29,3,0,0
5128,60,2,0,4,0,0,5,2,65,882,2,0,0
5129,60,3,0,1164,1,0,15,5,165,325,1,0,0
5130,31,2,0,4105,0,0,30,4,150,264,1,0,0
5131,47,2,0,1573,1,0,26,5,176,130,1,0,0
5132,44,2,0,80,1,1,14,5,164,387,2,0,0
5133,34,2,0,5,1,0,21,7,231,59,4,0,0
5134,32,1,0,104,1,0,25,7,235,211,3,0,0
5135,54,3,0,432,1,0,6,5,156,160,1,0,0
5136,38,2,0,1803,0,1,17,7,227,172,1,0,0
5137,32,3,0,4307,1,0,28,5,178,91,3,0,0
5138,30,3,0,254,0,0,21,8,261,202,1,0,0
5139,21,2,0,-273,1,1,13,5,163,340,1,0,0
5140,38,3,0,1373,0,0,22,10,322,119,4,0,0
5141,28,2,0,7,0,0,25,7,235,50,3,0,0
5142,36,3,0,260,1,0,6,5,156,167,3,2,0
5143,32,2,0,1031,1,0,17,7,227,84,1,0,0
5144,49,3,0,1405,0,0,8,6,188,29,1,0,0
5145,58,1,0,565,0,0,7,7,217,876,1,0,1
5146,43,2,0,544,1,0,7,5,157,187,1,0,0
5147,37,2,0,105,1,0,8,5,158,69,2,0,0
5148,42,2,0,77,0,1,7,8,247,152,2,0,0
5149,42,3,0,9,1,0,21,7,231,509,1,0,0
5150,44,2,0,396,1,1,7,5,157,396,4,0,0
5151,22,2,0,33,0,0,12,2,72,369,1,0,1
5152,35,2,0,3329,0,0,18,1,48,166,1,0,0
5153,58,1,0,1965,0,0,18,3,108,125,1,0,0
5154,58,3,0,5701,0,0,30,4,150,354,1,1,1
5155,26,2,0,1095,0,0,28,1,58,410,2,0,0
5156,30,2,0,392,1,0,6,5,156,124,1,3,0
5157,39,3,0,0,1,0,2,6,182,46,2,0,0
5158,26,1,0,-579,1,0,16,5,166,320,3,0,0
5159,39,2,0,1986,0,1,19,6,199,367,1,0,0
5160,32,3,0,440,0,0,5,8,245,377,3,0,0
5161,27,2,0,4,1,1,9,5,159,490,1,0,0
5162,43,3,0,2081,0,0,22,10,322,554,3,0,1
5163,57,2,0,2550,0,0,29,1,59,73,2,0,0
5164,39,2,0,441,0,0,6,6,186,101,2,0,0
5165,30,3,0,4319,1,0,19,1,49,144,1,0,0
5166,19,1,0,1247,0,0,23,4,143,94,1,0,0
5167,48,2,0,904,1,0,5,5,155,128,2,0,0
5168,30,2,1,-366,1,0,18,7,228,516,1,0,1
5169,44,3,0,368,0,0,9,7,219,73,3,0,0
5170,45,2,0,672,1,0,28,1,58,227,3,1,0
5171,31,2,0,246,1,0,16,5,166,230,2,0,0
5172,39,3,0,517,1,1,14,5,164,1328,1,0,1
5173,55,2,0,-196,1,0,20,5,170,210,2,0,0
5174,34,3,0,0,0,0,6,10,306,89,1,1,0
5175,44,2,0,545,1,0,6,4,126,122,3,1,0
5176,40,2,0,4,0,0,30,7,240,63,3,0,0
5177,29,2,0,1751,0,0,30,1,60,150,1,0,0
5178,34,2,0,837,1,1,13,4,133,495,1,0,0
5179,56,3,0,839,0,1,18,1,48,630,1,2,0
5180,47,2,0,636,0,0,4,8,244,416,2,0,0
5181,34,2,0,934,0,0,18,7,228,909,3,0,0
5182,51,2,0,-467,0,0,9,6,189,216,5,0,0
5183,43,2,0,2374,0,0,20,4,140,316,2,2,0
5184,38,3,0,1199,0,0,4,8,244,178,1,1,1
5185,31,3,0,64,0,0,15,9,285,208,1,2,0
5186,50,0,0,8345,0,0,11,6,191,561,1,0,0
5187,67,2,0,16353,0,0,27,10,327,223,2,0,0
5188,55,2,0,0,1,1,2,3,92,116,1,0,1
5189,33,3,0,4409,0,0,20,1,50,92,2,0,0
5190,51,1,0,296,1,0,4,5,154,211,5,0,0
5191,37,3,0,553,0,0,12,8,252,63,2,0,0
5192,70,1,0,2346,0,0,24,8,264,190,3,2,0
5193,39,2,0,1007,1,0,18,1,48,281,1,0,0
5194,33,3,0,377,1,0,5,2,65,213,2,1,0
5195,40,1,0,1527,0,1,20,1,50,317,2,0,0
5196,44,2,0,106,1,0,17,1,47,17,1,1,0
5197,50,2,0,805,0,0,5,8,245,148,1,0,0
5198,50,2,0,0,1,1,17,6,197,328,3,0,0
5199,36,3,0,2317,1,0,19,1,49,56,2,0,0
5200,36,2,0,9068,1,0,23,5,173,98,1,0,0
5201,35,2,0,303,1,1,26,5,176,454,3,0,0
5202,28,3,0,0,1,0,23,7,233,339,4,0,0
5203,45,0,0,490,1,0,5,2,65,776,3,0,0
5204,37,2,0,20,1,0,11,5,161,207,1,1,0
5205,32,2,0,3067,1,0,20,5,170,138,2,0,0
5206,32,2,0,91,1,0,12,5,162,209,1,0,0
5207,31,3,0,5,1,1,21,1,51,635,1,2,1
5208,25,2,0,51,1,1,7,5,157,159,2,2,0
5209,32,2,0,-691,1,1,2,6,182,53,1,0,0
5210,23,2,0,9,1,0,21,5,171,544,1,0,0
5211,39,1,0,394,1,0,17,4,137,981,2,0,0
5212,46,2,0,757,1,1,6,4,126,342,3,3,0
5213,34,2,0,1831,1,0,20,5,170,203,2,0,0
5214,34,3,0,1267,1,0,2,6,182,87,4,0,0
5215,26,2,0,876,1,0,28,5,178,713,1,0,0
5216,29,2,0,2,1,1,26,5,176,171,1,0,0
5217,37,2,0,0,1,1,3,9,273,144,2,6,0
5218,34,1,0,157,1,0,23,5,173,20,17,0,0
5219,28,3,0,417,1,1,6,5,156,523,2,2,0
5220,26,2,0,335,0,0,29,1,59,393,2,0,0
5221,57,2,0,3105,1,0,14,5,164,173,11,0,0
5222,52,1,0,278,1,0,7,5,157,688,2,0,0
5223,42,2,0,-280,1,0,26,5,176,258,1,0,0
5224,44,3,0,0,0,0,28,8,268,43,1,0,0
5225,39,2,0,15,1,0,30,4,150,510,1,0,1
5226,55,1,0,400,0,0,21,8,261,137,4,0,0
5227,40,2,0,503,1,0,14,5,164,127,3,0,0
5228,41,2,0,413,1,1,8,8,248,292,2,0,0
5229,30,2,0,83,1,1,18,1,48,118,2,1,0
5230,52,3,0,297,1,0,18,1,48,62,2,1,0
